Name,Country,Region,Type,Last Known Eruption,Latitude,Longitude,Dominant Rock Type,Tectonic Setting
Qualibou,Saint Lucia,West Indies,Caldera,1766,13.83,-61.05,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Soufrière St. Vincent,Saint Vincent and the Grenadines,West Indies,Stratovolcano,1979,13.33,-61.18,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Kick 'em Jenny,Grenada,West Indies,Submarine,2015,12.3,-61.64,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
Snaefellsjokull,Iceland,Iceland and Arctic Ocean,Stratovolcano,200,64.8,-23.783,No Data,Rift Zone / Oceanic Crust (< 15 km)
Ljosufjoll,Iceland,Iceland and Arctic Ocean,Fissure vent,960,64.9,-22.483,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Reykjanes,Iceland,Iceland and Arctic Ocean,Crater rows,1926,63.85,-22.566,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Krysuvik,Iceland,Iceland and Arctic Ocean,Crater rows,1340,63.883,-22.083000000000002,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Brennisteinsfjoll,Iceland,Iceland and Arctic Ocean,Crater rows,1341,63.933,-21.783,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Hengill,Iceland,Iceland and Arctic Ocean,Crater rows,150,64.083,-21.416,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Langjokull,Iceland,Iceland and Arctic Ocean,Subglacial,950,64.85,-19.7,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Vestmannaeyjar,Iceland,Iceland and Arctic Ocean,Submarine,1973,63.416000000000004,-20.266,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Eyjafjallajokull,Iceland,Iceland and Arctic Ocean,Stratovolcano,2010,63.633,-19.633,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Katla,Iceland,Iceland and Arctic Ocean,Subglacial,1918,63.633,-19.083,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Torfajokull,Iceland,Iceland and Arctic Ocean,Stratovolcano,1477,63.8,-19.133,Rhyolite,Rift Zone / Oceanic Crust (< 15 km)
Hekla,Iceland,Iceland and Arctic Ocean,Stratovolcano,2000,63.983000000000004,-19.666,Andesite / Basaltic Andesite,Rift Zone / Oceanic Crust (< 15 km)
Grimsvotn,Iceland,Iceland and Arctic Ocean,Caldera,2011,64.416,-17.316,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Bardarbunga,Iceland,Iceland and Arctic Ocean,Stratovolcano,2015,64.633,-17.516,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Kverkfjoll,Iceland,Iceland and Arctic Ocean,Stratovolcano,1968,64.653,-16.647000000000002,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Askja,Iceland,Iceland and Arctic Ocean,Stratovolcano,1961,65.033,-16.783,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Krafla,Iceland,Iceland and Arctic Ocean,Caldera,1984,65.75,-16.25,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Theistareykir,Iceland,Iceland and Arctic Ocean,Shield,-900,65.833,-17.166,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Tjornes Fracture Zone,Iceland,Iceland and Arctic Ocean,Submarine,1868,66.3,-17.1,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Oraefajokull,Iceland,Iceland and Arctic Ocean,Stratovolcano,1728,64.05,-16.633,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Kolbeinsey Ridge,Iceland,Iceland and Arctic Ocean,Submarine,1755,66.67,-18.5,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Jan Mayen,Norway,Iceland and Arctic Ocean,Stratovolcano,1985,71.087,-8.146,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
East Gakkel Ridge at 85°E,Undersea Features,Iceland and Arctic Ocean,Submarine,1999,85.60799999999999,85.25,No Data,Rift Zone / Oceanic Crust (< 15 km)
Pico Fracture Zone,Undersea Features,Atlantic Ocean,Submarine,1865,38.75,-38.08,No Data,Intraplate / Oceanic Crust (< 15 km)
Flores,Portugal,Atlantic Ocean,Stratovolcano,-950,39.461999999999996,-31.215999999999998,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
Fayal,Portugal,Atlantic Ocean,Stratovolcano,1958,38.6,-28.73,Andesite / Basaltic Andesite,Rift Zone / Oceanic Crust (< 15 km)
Pico,Portugal,Atlantic Ocean,Stratovolcano,1720,38.47,-28.4,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
San Jorge,Portugal,Atlantic Ocean,Fissure vent,1907,38.65,-28.08,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Terceira,Portugal,Atlantic Ocean,Stratovolcano,2000,38.73,-27.32,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Don Joao de Castro Bank,Portugal,Atlantic Ocean,Submarine,1720,38.23,-26.63,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Sete Cidades,Portugal,Atlantic Ocean,Stratovolcano,1880,37.87,-25.78,Trachyte / Trachydacite,Rift Zone / Oceanic Crust (< 15 km)
Picos Volcanic System,Portugal,Atlantic Ocean,Pyroclastic cone,1652,37.78,-25.67,Trachybasalt / Tephrite Basanite,Rift Zone / Oceanic Crust (< 15 km)
Agua de Pau,Portugal,Atlantic Ocean,Stratovolcano,1564,37.77,-25.47,Trachyte / Trachydacite,Rift Zone / Oceanic Crust (< 15 km)
Furnas,Portugal,Atlantic Ocean,Stratovolcano,1630,37.77,-25.32,Trachyte / Trachydacite,Rift Zone / Oceanic Crust (< 15 km)
Monaco Bank,Portugal,Atlantic Ocean,Submarine,1911,37.6,-25.88,No Data,Rift Zone / Oceanic Crust (< 15 km)
La Palma,Spain,Atlantic Ocean,Stratovolcano,1971,28.57,-17.83,Trachybasalt / Tephrite Basanite,Intraplate / Oceanic Crust (< 15 km)
Hierro,Spain,Atlantic Ocean,Shield,2012,27.73,-18.03,Trachybasalt / Tephrite Basanite,Intraplate / Oceanic Crust (< 15 km)
Tenerife,Spain,Atlantic Ocean,Stratovolcano,1909,28.271,-16.641,Phonolite,Intraplate / Oceanic Crust (< 15 km)
Gran Canaria,Spain,Atlantic Ocean,Fissure vent,40,28.0,-15.58,Trachybasalt / Tephrite Basanite,Intraplate / Intermediate Crust (15-25 km)
Lanzarote,Spain,Atlantic Ocean,Fissure vent,1824,29.03,-13.63,Basalt / Picro-Basalt,Intraplate / Intermediate Crust (15-25 km)
Fogo,Cape Verde,Atlantic Ocean,Stratovolcano,2015,14.95,-24.35,Foidite,Intraplate / Intermediate Crust (15-25 km)
Unnamed,Undersea Features,Atlantic Ocean,Submarine,2002,-32.958,-5.22,No Data,Intraplate / Oceanic Crust (< 15 km)
Tristan da Cunha,United Kingdom,Atlantic Ocean,Shield,1962,-37.092,-12.28,Trachybasalt / Tephrite Basanite,Rift Zone / Oceanic Crust (< 15 km)
Nightingale Island,United Kingdom,Atlantic Ocean,Stratovolcano,2004,-37.42,-12.48,Trachyte / Trachydacite,Rift Zone / Oceanic Crust (< 15 km)
Bouvet,Norway,Atlantic Ocean,Shield,-50,-54.408,3.3510000000000004,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
Buckle Island,Antarctica,Antarctica,Stratovolcano,1899,-66.78,163.25,Trachybasalt / Tephrite Basanite,Rift Zone / Oceanic Crust (< 15 km)
Melbourne,Antarctica,Antarctica,Stratovolcano,1892,-74.35,164.7,Trachyte / Trachydacite,Intraplate / Continental Crust (>25 km)
Erebus,Antarctica,Antarctica,Stratovolcano,2016,-77.53,167.17,Phonolite,Intraplate / Continental Crust (>25 km)
Hudson Mountains,Antarctica,Antarctica,Stratovolcano,-210,-74.33,-99.42,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
Deception Island,Antarctica,Antarctica,Caldera,1970,-63.001000000000005,-60.652,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
Penguin Island,Antarctica,Antarctica,Stratovolcano,1905,-62.1,-57.93,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
Southern Thule,United Kingdom,Antarctica,Stratovolcano,1975,-59.442,-27.225,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Bristol Island,United Kingdom,Antarctica,Stratovolcano,2016,-59.016999999999996,-26.533,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
Montagu Island,United Kingdom,Antarctica,Shield,2007,-58.445,-26.374000000000002,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
Saunders,United Kingdom,Antarctica,Stratovolcano,2015,-57.8,-26.483,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
Candlemas Island,United Kingdom,Antarctica,Stratovolcano,1911,-57.08,-26.67,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
Zavodovski,United Kingdom,Antarctica,Stratovolcano,2016,-56.3,-27.57,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
Protector Seamounts,United Kingdom,Antarctica,Submarine,1962,-55.912,-28.166999999999998,Rhyolite,Subduction Zone / Oceanic Crust (< 15 km)
